text,disease
chills vomiting fatigue weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills vomiting fatigue weight loss cough high fever shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,Tuberculosis
chills throwing up low energy weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm tightness in chest blood in sputum,Tuberculosis
chills feeling like vomiting fatigue weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm heart pain blood in sputum,Tuberculosis
continuous sneezing chills low energy cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills low energy cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing chills low energy cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,Common Cold
chills low energy cough high fever shortness of breath sweating malaise phlegm pressure in chest fast heart rate rusty sputum,Pneumonia
chills weakness cough high fever shortness of breath sweating malaise phlegm pain in chest fast heart rate rusty sputum,Pneumonia
chills fatigue cough high fever difficulty breathing sweating malaise phlegm pressure in chest fast heart rate rusty sputum,Pneumonia
chills fatigue cough high fever breathing problem sweating malaise phlegm heart pain fast heart rate rusty sputum,Pneumonia
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
throwing up difficulty breathing sweating tightness in chest,Heart attack
throwing up cannot breathe properly sweating chest pain,Heart attack
vomiting cannot breathe properly sweating pain in chest,Heart attack
throwing up breathing problem sweating heart pain,Heart attack
feeling tired cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
weakness cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
weakness cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
weakness cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
feeling tired weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
low energy weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
feeling tired weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
feeling tired mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
low energy mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
weakness mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
low energy mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
vomiting feeling tired anxiety sweating head pain feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
throwing up feeling tired anxiety sweating pain in head feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
feeling like vomiting weakness anxiety sweating heavy head nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
vomiting fatigue anxiety sweating head pain feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
vomiting headache feeling sick spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
feeling like vomiting pain in head uneasy stomach spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
feeling like vomiting headache uneasy stomach spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
throwing up head pain nausea spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
stomach pain acidity ulcers on tongue throwing up cough heart pain,GERD
stomach pain acidity ulcers on tongue vomiting cough chest pain,GERD
